1001	1
1002	1
100	1
1010	1
1015	1
1019	1
1020	1
102	1
1032	1
103	1
1050	1
1052	1
1054	1
105	1
1060	1
1070	1
1078	1
107	1
1085	1
1089	1
108	1
10	1
1102	1
110	1
1113	1
1115	1
1116	1
1118	1
111	1
1127	1
1128	1
112	1
113	1
1141	1
1145	1
1146	1
1148	1
1150	1
1151	1
1152	1
115	1
1161	1
1162	1
1163	1
1165	1
1168	1
1169	1
1175	1
117	1
118	1
1194	1
1198	1
119	1
1202	1
1203	1
1208	1
1215	1
1216	1
1218	1
1220	1
1221	1
1222	1
1227	1
122	1
1230	1
1236	1
1239	1
1240	1
1241	1
1242	1
124	1
1257	1
1258	1
1266	1
1270	1
1271	1
1274	1
1275	1
1276	1
1278	1
1279	1
1282	1
1283	1
1288	1
128	1
1299	1
12	1
1301	1
1305	1
1306	1
1307	1
1308	1
1309	1
1314	1
1315	1
1316	1
131	1
1332	1
1335	1
1336	1
1338	1
1342	1
1344	1
1353	1
1358	1
1359	1
1360	1
1363	1
1364	1
1366	1
1375	1
1376	1
1378	1
1379	1
137	1
1393	1
1396	1
139	1
13	1
1401	1
1408	1
1412	1
141	1
1422	1
1426	1
1427	1
142	1
1435	1
1436	1
1438	1
1439	1
1442	1
1444	1
144	1
1452	1
1459	1
1478	1
1480	1
1486	1
148	1
149	1
1515	1
1525	1
1528	1
1529	1
152	1
1530	1
1535	1
1536	1
1537	1
153	1
1557	1
1563	1
1567	1
156	1
1576	1
157	1
1588	1
1589	1
1590	1
1596	1
1597	1
1598	1
159	1
1606	1
1608	1
1609	1
1612	1
1613	1
1615	1
1616	1
1618	1
1619	1
161	1
1621	1
1622	1
1627	1
1628	1
1629	1
162	1
1632	1
1647	1
1649	1
1655	1
165	1
1665	1
1669	1
166	1
1677	1
167	1
1684	1
168	1
1692	1
1701	1
1706	1
1713	1
1715	1
171	1
1725	1
1726	1
172	1
1738	1
173	1
174	1
1751	1
1754	1
176	1
1779	1
177	1
1781	1
1783	1
179	1
17	1
1802	1
1803	1
1805	1
180	1
1812	1
1813	1
1814	1
1818	1
1819	1
1820	1
1822	1
1824	1
1825	1
1831	1
1832	1
1835	1
1839	1
1843	1
1845	1
1850	1
1852	1
1854	1
1856	1
1857	1
1860	1
1862	1
1863	1
1867	1
1868	1
1874	1
1878	1
1880	1
1883	1
1884	1
1886	1
1888	1
1889	1
1890	1
1891	1
1893	1
1894	1
1895	1
1897	1
18	1
1905	1
1907	1
1909	1
1913	1
1915	1
1916	1
1917	1
191	1
1921	1
1922	1
1923	1
1924	1
1925	1
1929	1
1930	1
1931	1
1932	1
1938	1
1940	1
1944	1
1945	1
1952	1
1955	1
1960	1
1961	1
1962	1
1964	1
1970	1
1977	1
1979	1
197	1
1984	1
1988	1
1	1
2001	1
2002	1
2004	1
2006	1
2009	1
2010	1
2011	1
2013	1
2016	1
2017	1
201	1
2022	1
2025	1
2026	1
2029	1
2033	1
2035	1
2038	1
203	1
2040	1
2042	1
2044	1
2045	1
2046	1
2047	1
2049	1
2051	1
2053	1
2057	1
2058	1
2059	1
2071	1
2072	1
2073	1
2079	1
2082	1
2086	1
2087	1
2090	1
209	1
2105	1
2110	1
2111	1
2119	1
211	1
2133	1
2135	1
2137	1
2138	1
2143	1
2149	1
214	1
2158	1
2159	1
2162	1
2169	1
216	1
2173	1
2175	1
2191	1
2194	1
219	1
2201	1
2202	1
2204	1
220	1
2215	1
2219	1
2220	1
2222	1
2224	1
2228	1
222	1
2238	1
223	1
2246	1
2252	1
2260	1
2272	1
2273	1
2276	1
2279	1
2281	1
2287	1
2289	1
22	1
2300	1
2303	1
2312	1
2319	1
232	1
2331	1
2332	1
2335	1
2342	1
2347	1
2352	1
2358	1
2365	1
2366	1
2367	1
2370	1
2374	1
237	1
2389	1
238	1
2390	1
2398	1
2399	1
2407	1
2408	1
2410	1
2413	1
2414	1
241	1
2426	1
2433	1
2440	1
2443	1
244	1
2457	1
2463	1
246	1
2470	1
2479	1
247	1
2481	1
2484	1
2486	1
2488	1
248	1
2498	1
2503	1
250	1
2522	1
2527	1
2530	1
2533	1
2534	1
2538	1
253	1
2541	1
2545	1
2547	1
254	1
2555	1
2556	1
2559	1
2561	1
2563	1
2564	1
256	1
2581	1
2582	1
2583	1
2585	1
2593	1
2595	1
2597	1
2603	1
2608	1
260	1
261	1
2631	1
2632	1
263	1
2640	1
2641	1
2657	1
2662	1
268	1
269	1
270	1
273	1
275	1
276	1
277	1
279	1
281	1
282	1
283	1
288	1
291	1
294	1
296	1
297	1
299	1
2	1
301	1
302	1
303	1
305	1
306	1
307	1
308	1
312	1
313	1
314	1
315	1
316	1
317	1
319	1
321	1
323	1
327	1
330	1
331	1
332	1
333	1
337	1
339	1
340	1
341	1
343	1
344	1
345	1
348	1
349	1
350	1
352	1
353	1
356	1
360	1
361	1
365	1
366	1
368	1
371	1
372	1
373	1
377	1
384	1
385	1
386	1
388	1
392	1
393	1
3	1
401	1
403	1
408	1
409	1
413	1
415	1
416	1
41	1
427	1
431	1
435	1
439	1
440	1
442	1
444	1
44	1
456	1
457	1
459	1
463	1
464	1
465	1
46	1
471	1
474	1
478	1
481	1
486	1
490	1
497	1
49	1
508	1
509	1
511	1
517	1
519	1
520	1
523	1
528	1
531	1
534	1
542	1
543	1
546	1
548	1
550	1
551	1
555	1
561	1
564	1
567	1
568	1
569	1
571	1
572	1
574	1
579	1
582	1
590	1
593	1
597	1
5	1
601	1
611	1
612	1
620	1
623	1
624	1
625	1
626	1
627	1
628	1
629	1
632	1
633	1
635	1
638	1
639	1
63	1
640	1
644	1
647	1
649	1
64	1
650	1
654	1
655	1
657	1
658	1
659	1
660	1
661	1
662	1
663	1
664	1
665	1
666	1
671	1
673	1
674	1
676	1
679	1
680	1
682	1
684	1
685	1
686	1
687	1
688	1
689	1
691	1
692	1
694	1
695	1
69	1
700	1
701	1
703	1
704	1
707	1
708	1
709	1
70	1
710	1
711	1
712	1
714	1
716	1
717	1
718	1
719	1
720	1
721	1
722	1
723	1
738	1
739	1
756	1
75	1
781	1
7	1
800	1
817	1
818	1
82	1
834	1
835	1
837	1
842	1
84	1
853	1
854	1
857	1
85	1
872	1
874	1
877	1
87	1
880	1
884	1
886	1
896	1
898	1
899	1
89	1
906	1
907	1
921	1
92	1
935	1
936	1
938	1
939	1
947	1
94	1
975	1
977	1
97	1
984	1
986	1
987	1
988	1
98	1
991	1
99	1
1007	2
1014	2
1019	2
1022	2
1024	2
1029	2
102	2
1030	2
1031	2
1050	2
1059	2
1061	2
1066	2
1067	2
1078	2
1083	2
1086	2
1094	2
1099	2
1101	2
1103	2
1106	2
1108	2
1109	2
1110	2
1112	2
1117	2
1159	2
1169	2
116	2
1174	2
1187	2
1191	2
1192	2
1194	2
1199	2
1205	2
1206	2
1209	2
1210	2
1214	2
1219	2
1226	2
1238	2
123	2
1245	2
1274	2
127	2
1281	2
1300	2
1302	2
1304	2
1310	2
1311	2
1323	2
1325	2
1328	2
1329	2
1331	2
1339	2
1341	2
1355	2
1357	2
1362	2
1370	2
1372	2
138	2
1391	2
1397	2
1406	2
1413	2
1425	2
1428	2
1431	2
1432	2
1445	2
1458	2
1463	2
1465	2
1470	2
1473	2
1474	2
1475	2
1491	2
1495	2
1499	2
150	2
1516	2
1518	2
151	2
1520	2
1522	2
1527	2
1531	2
1532	2
1533	2
1534	2
1536	2
1546	2
1549	2
1552	2
1553	2
155	2
1573	2
1574	2
1585	2
1586	2
1591	2
1599	2
1601	2
1602	2
1603	2
1619	2
1626	2
162	2
1637	2
1639	2
1641	2
1643	2
1646	2
1648	2
1683	2
1686	2
1688	2
1700	2
1702	2
1704	2
1707	2
1717	2
1731	2
1733	2
1746	2
1760	2
1762	2
1779	2
177	2
1784	2
1786	2
1788	2
1793	2
1797	2
1798	2
1800	2
1801	2
1808	2
1809	2
1815	2
1824	2
1826	2
1828	2
1829	2
1830	2
1833	2
1837	2
1838	2
1839	2
183	2
1841	2
1842	2
1845	2
1848	2
1849	2
1851	2
1853	2
1861	2
1864	2
1870	2
1875	2
1876	2
1877	2
1880	2
1881	2
1884	2
1885	2
188	2
1898	2
1899	2
189	2
1901	2
1902	2
1904	2
1906	2
190	2
1911	2
1914	2
191	2
1920	2
1928	2
192	2
1934	2
1935	2
1937	2
1942	2
1946	2
1950	2
1958	2
1962	2
1965	2
1967	2
1969	2
1972	2
1976	2
1978	2
1980	2
1985	2
1986	2
1989	2
1990	2
1992	2
2001	2
2005	2
2007	2
2009	2
2013	2
2014	2
2018	2
2019	2
2023	2
2024	2
202	2
2031	2
2032	2
2034	2
2036	2
2039	2
2043	2
2052	2
2055	2
2056	2
205	2
2064	2
2066	2
2067	2
2069	2
206	2
2075	2
2081	2
2083	2
2084	2
208	2
2095	2
2096	2
2097	2
2098	2
2099	2
2100	2
2102	2
2109	2
2114	2
2115	2
2119	2
2120	2
2122	2
2123	2
2124	2
2130	2
2131	2
2132	2
2144	2
2145	2
2147	2
2148	2
2153	2
2156	2
2160	2
2168	2
2172	2
2174	2
2181	2
2185	2
2186	2
2189	2
2208	2
2209	2
2218	2
221	2
2225	2
2226	2
2232	2
2241	2
2243	2
2247	2
2253	2
2256	2
2259	2
2261	2
2263	2
2264	2
2266	2
2269	2
2278	2
227	2
2280	2
2282	2
2286	2
2288	2
2289	2
2290	2
2293	2
2295	2
2296	2
2297	2
2298	2
2299	2
2304	2
2305	2
2306	2
2310	2
2311	2
2314	2
2315	2
2317	2
2318	2
2321	2
2324	2
2325	2
2333	2
2337	2
2343	2
2344	2
234	2
2351	2
2352	2
2354	2
2356	2
235	2
2363	2
2371	2
2373	2
2377	2
2378	2
2380	2
2386	2
2392	2
2393	2
239	2
2400	2
2402	2
2403	2
2408	2
2411	2
2413	2
2415	2
2417	2
2418	2
2419	2
2421	2
2422	2
2423	2
2430	2
2437	2
2443	2
2444	2
2448	2
245	2
2462	2
2467	2
2468	2
2469	2
2471	2
2474	2
2483	2
2489	2
2490	2
2492	2
2493	2
2504	2
2507	2
2508	2
2516	2
2517	2
2519	2
251	2
2523	2
2529	2
2531	2
2536	2
2542	2
2550	2
2551	2
2552	2
2560	2
2569	2
2571	2
2573	2
2577	2
257	2
2587	2
258	2
2590	2
2598	2
2601	2
2607	2
2620	2
2623	2
2626	2
2627	2
262	2
2634	2
2635	2
2636	2
2649	2
2650	2
2652	2
2654	2
2656	2
2658	2
2659	2
265	2
2664	2
2666	2
2671	2
2672	2
2674	2
2675	2
2677	2
2678	2
2679	2
2680	2
2681	2
2682	2
2686	2
2687	2
268	2
2690	2
2693	2
2696	2
2698	2
2700	2
2704	2
2705	2
2706	2
2707	2
2711	2
2712	2
2714	2
2717	2
271	2
2720	2
2722	2
2723	2
2729	2
2730	2
2732	2
2733	2
2734	2
2743	2
2748	2
274	2
2750	2
2753	2
2754	2
2755	2
2756	2
2757	2
2759	2
275	2
2771	2
2775	2
2778	2
2779	2
2785	2
2786	2
2789	2
2790	2
2792	2
2795	2
2798	2
2801	2
2803	2
2805	2
2807	2
280	2
2812	2
2822	2
2827	2
2829	2
2830	2
2833	2
2836	2
2837	2
2838	2
2839	2
283	2
2840	2
2842	2
2848	2
2849	2
284	2
2855	2
2857	2
2859	2
285	2
2866	2
2867	2
2869	2
2882	2
2883	2
2890	2
289	2
2904	2
2906	2
2910	2
2913	2
2914	2
2915	2
2923	2
2924	2
292	2
2935	2
2936	2
2942	2
2943	2
2948	2
2949	2
2951	2
2956	2
2959	2
295	2
2961	2
2962	2
2963	2
2964	2
2967	2
2968	2
296	2
2970	2
2971	2
2977	2
2982	2
2984	2
2989	2
298	2
2992	2
2994	2
2998	2
3004	2
3007	2
3008	2
3015	2
3017	2
3019	2
3026	2
3029	2
3038	2
3039	2
3041	2
3048	2
3049	2
304	2
3050	2
3052	2
3053	2
3056	2
3057	2
3060	2
3061	2
3065	2
3068	2
3069	2
306	2
3071	2
3073	2
3075	2
307	2
3083	2
3086	2
308	2
3093	2
3097	2
3105	2
3108	2
3109	2
3117	2
3119	2
3122	2
3123	2
3125	2
3127	2
3128	2
3130	2
3140	2
3142	2
3145	2
3146	2
3147	2
3158	2
316	2
3179	2
3184	2
318	2
3190	2
3194	2
3196	2
3203	2
3204	2
3206	2
3208	2
3209	2
3220	2
3232	2
3234	2
3236	2
3237	2
3242	2
3245	2
3246	2
3255	2
3259	2
3260	2
3261	2
3277	2
3278	2
327	2
3284	2
3288	2
3296	2
3301	2
3308	2
3309	2
3310	2
3311	2
3315	2
3324	2
3334	2
3339	2
3340	2
3343	2
3345	2
3346	2
3353	2
3363	2
3365	2
3371	2
3374	2
3377	2
3379	2
3384	2
3385	2
3389	2
338	2
3398	2
3401	2
3403	2
3408	2
3414	2
3419	2
3423	2
3425	2
3429	2
3430	2
3437	2
3438	2
3439	2
3440	2
3444	2
3448	2
3451	2
3456	2
3459	2
3460	2
3462	2
3468	2
346	2
3474	2
3481	2
3484	2
3486	2
3496	2
3497	2
3500	2
3503	2
3506	2
351	2
3528	2
3541	2
354	2
3557	2
355	2
3573	2
3583	2
3602	2
3608	2
3627	2
3663	2
367	2
3680	2
3681	2
3683	2
3689	2
368	2
369	2
370	2
3715	2
3721	2
3728	2
374	2
375	2
3762	2
3780	2
3782	2
3787	2
379	2
3811	2
3835	2
3837	2
3848	2
3864	2
3875	2
3876	2
387	2
3891	2
3892	2
3893	2
3907	2
3908	2
3911	2
3916	2
3925	2
3935	2
3943	2
3946	2
3966	2
3984	2
3991	2
4004	2
4005	2
4014	2
4016	2
401	2
4021	2
4032	2
4037	2
4051	2
4053	2
4054	2
4056	2
4060	2
4066	2
4067	2
4068	2
4069	2
4072	2
4092	2
4097	2
4098	2
4109	2
410	2
4123	2
4129	2
412	2
4136	2
4145	2
4146	2
4149	2
4150	2
4152	2
4153	2
4156	2
4157	2
4159	2
4160	2
4166	2
4169	2
417	2
4184	2
4188	2
4190	2
4194	2
4198	2
4199	2
419	2
4205	2
4208	2
4209	2
420	2
4212	2
